bee_code,pot_code,hive,dose,treatment,day_0,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,dod7,event7,dod9,event9,dod17,event17
Hive3_N200000_6,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_7,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_8,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_9,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_10,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_11,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_12,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_13,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_14,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_15,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_16,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_17,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_18,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_19,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
Hive3_N200000_20,Hive3_N200000,3,200000,200000 spores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9,0,17,0
